age,workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,income,zip-code
ALL,Private,147206,HS or Less,8,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,195507,HS or Less,9,Widowed,Protective-serv,Not-in-family,White,Male,0,0,55,United-States,<=50K,97208
ALL,Self-emp-not-inc,190836,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K,97208
ALL,Private,52537,HS or Less,9,Never-married,Transport-moving,Unmarried,Black,Male,0,0,30,United-States,<=50K,97208
ALL,?,204441,HS or Less,9,Never-married,?,Other-relative,Black,Male,0,0,20,United-States,<=50K,97208
ALL,Private,178815,HS or Less,9,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,<=50K,97208
ALL,Local-gov,375675,HS or Less,8,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,>50K,97208
ALL,Private,452924,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,Other,Male,0,0,40,Mexico,<=50K,97208
ALL,Self-emp-not-inc,222311,HS or Less,9,Married-civ-spouse,Other-service,Husband,White,Male,7688,0,55,United-States,>50K,97208
ALL,Self-emp-not-inc,179048,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,Greece,<=50K,97208
ALL,Private,39927,HS or Less,9,Never-married,Other-service,Not-in-family,White,Male,0,0,8,United-States,<=50K,97208
ALL,Private,198660,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,99999,0,56,United-States,>50K,97208
ALL,Local-gov,188644,HS or Less,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Mexico,<=50K,97208
ALL,Private,86551,HS or Less,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,140363,HS or Less,9,Divorced,Sales,Not-in-family,White,Male,0,0,36,United-States,<=50K,97208
ALL,Private,284395,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,202450,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,55,United-States,>50K,97208
ALL,Self-emp-inc,136913,HS or Less,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,97208
ALL,?,81761,HS or Less,9,Divorced,?,Own-child,White,Male,0,0,20,United-States,<=50K,97208
ALL,Private,132686,HS or Less,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K,97208
ALL,?,248113,HS or Less,1,Married-spouse-absent,?,Other-relative,White,Male,0,0,40,Mexico,<=50K,97208
ALL,Self-emp-not-inc,312197,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,75,Mexico,>50K,97208
ALL,?,175648,HS or Less,7,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,209040,HS or Less,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,256866,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,<=50K,97208
ALL,Private,121634,HS or Less,6,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,Mexico,<=50K,97208
ALL,Private,172232,HS or Less,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,48,United-States,<=50K,97208
ALL,Private,241360,HS or Less,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,?,<=50K,97208
ALL,Private,499001,HS or Less,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,Mexico,<=50K,97208
ALL,Private,154035,HS or Less,9,Widowed,Handlers-cleaners,Other-relative,Black,Male,0,0,32,United-States,<=50K,97208
ALL,?,27979,HS or Less,9,Married-civ-spouse,?,Husband,White,Male,2228,0,32,United-States,<=50K,97208
ALL,Private,107417,HS or Less,9,Never-married,Other-service,Not-in-family,White,Male,0,0,37,United-States,<=50K,97208
ALL,Private,333230,HS or Less,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,6,United-States,<=50K,97208
ALL,Self-emp-not-inc,32537,HS or Less,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,216129,HS or Less,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,29312,HS or Less,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,80,United-States,>50K,97208
ALL,Private,120302,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,226246,HS or Less,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,<=50K,97208
ALL,Self-emp-not-inc,127543,HS or Less,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,2414,0,80,United-States,<=50K,97208
ALL,Private,124590,HS or Less,9,Never-married,Exec-managerial,Other-relative,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,311255,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,0,0,40,Haiti,<=50K,97208
ALL,Private,374833,HS or Less,2,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Mexico,<=50K,97208
ALL,Private,171484,HS or Less,6,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,200453,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,15024,0,40,United-States,>50K,97208
ALL,Self-emp-inc,338320,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K,97208
ALL,Self-emp-not-inc,342907,HS or Less,9,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,>50K,97208
ALL,Private,308945,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,285200,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,333676,HS or Less,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K,97208
ALL,Self-emp-not-inc,237624,HS or Less,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,10,United-States,<=50K,97208
ALL,Private,223046,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,97208
ALL,Private,648223,HS or Less,2,Married-spouse-absent,Farming-fishing,Unmarried,White,Male,0,0,40,Mexico,<=50K,97208
ALL,Self-emp-not-inc,132341,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K,97208
ALL,Private,152629,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,165814,HS or Less,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,281030,HS or Less,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,94,United-States,<=50K,97208
ALL,State-gov,175931,HS or Less,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,225456,HS or Less,9,Never-married,Tech-support,Other-relative,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,55176,HS or Less,4,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,317434,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,312206,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,72593,HS or Less,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,256916,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,185041,HS or Less,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,55,United-States,<=50K,97208
ALL,Private,162343,HS or Less,9,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K,97208
ALL,Private,180150,HS or Less,8,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,290306,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Self-emp-not-inc,30244,HS or Less,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,80,United-States,<=50K,97208
ALL,Private,285432,HS or Less,9,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,222247,HS or Less,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1887,40,United-States,>50K,97208
ALL,Private,120914,HS or Less,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,464945,HS or Less,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K,97208
ALL,Self-emp-not-inc,179444,HS or Less,4,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,15,United-States,<=50K,97208
ALL,Private,402361,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,162312,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,66,South,<=50K,97208
ALL,Private,123031,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,Asian-Pac-Islander,Male,0,0,48,Trinadad&Tobago,<=50K,97208
ALL,Private,173730,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,35429,HS or Less,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,40,United-States,<=50K,97208
ALL,Private,43712,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7298,0,40,United-States,>50K,97208
ALL,Private,91857,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K,97208
ALL,Local-gov,218490,HS or Less,9,Married-civ-spouse,Protective-serv,Husband,White,Male,7688,0,35,United-States,>50K,97208
ALL,Self-emp-inc,155664,HS or Less,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,?,>50K,97208
ALL,Private,249072,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,<=50K,97208
ALL,Private,395512,HS or Less,8,Married-civ-spouse,Machine-op-inspct,Other-relative,Other,Male,0,0,40,Mexico,<=50K,97208
ALL,Private,168071,HS or Less,9,Never-married,Craft-repair,Own-child,White,Male,0,0,28,United-States,<=50K,97208
ALL,Private,127202,HS or Less,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,120359,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,93125,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,1424,0,24,United-States,<=50K,97208
ALL,?,117542,HS or Less,9,Married-civ-spouse,?,Husband,White,Male,1409,0,15,United-States,<=50K,97208
ALL,Private,423711,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K,97208
ALL,Private,148581,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,>50K,97208
ALL,Self-emp-not-inc,344329,HS or Less,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,10,United-States,<=50K,97208
ALL,Self-emp-not-inc,362883,HS or Less,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,>50K,97208
ALL,Private,34335,HS or Less,9,Divorced,Sales,Not-in-family,Amer-Indian-Eskimo,Male,14084,0,40,United-States,>50K,97208
ALL,Private,91836,HS or Less,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,178142,HS or Less,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,184596,HS or Less,7,Married-civ-spouse,Craft-repair,Husband,White,Male,3942,0,50,United-States,<=50K,97208
ALL,Private,228320,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,96585,HS or Less,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K,97208
ALL,Private,362491,HS or Less,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,183170,HS or Less,9,Divorced,Other-service,Not-in-family,White,Male,0,0,25,United-States,<=50K,97208
ALL,State-gov,136819,HS or Less,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,83492,HS or Less,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,316820,HS or Less,4,Married-civ-spouse,Sales,Husband,White,Male,4064,0,40,United-States,<=50K,97208
ALL,Private,285263,HS or Less,9,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-inc,206609,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,178778,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,189346,HS or Less,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,48,United-States,<=50K,97208
ALL,Private,329530,HS or Less,5,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,Mexico,<=50K,97208
ALL,State-gov,191117,HS or Less,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,97208
ALL,Private,295046,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K,97208
ALL,?,447079,HS or Less,9,Never-married,?,Not-in-family,White,Male,0,0,15,United-States,<=50K,97208
ALL,Private,312353,HS or Less,8,Never-married,Other-service,Own-child,Black,Male,0,0,20,United-States,<=50K,97208
ALL,Private,356882,HS or Less,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,5013,0,40,United-States,<=50K,97208
ALL,Local-gov,305767,HS or Less,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,China,<=50K,97208
ALL,Private,394860,HS or Less,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,49218,HS or Less,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,119129,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,2149,20,United-States,<=50K,97208
ALL,Private,164529,HS or Less,8,Never-married,Farming-fishing,Own-child,Black,Male,0,0,40,United-States,<=50K,97208
ALL,State-gov,180609,HS or Less,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,137674,HS or Less,9,Married-civ-spouse,Other-service,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,174325,HS or Less,4,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,200679,HS or Less,9,Never-married,Farming-fishing,Own-child,Black,Male,0,0,50,United-States,<=50K,97208
ALL,Private,119793,HS or Less,9,Never-married,Sales,Own-child,White,Male,0,0,60,United-States,<=50K,97208
ALL,Private,203233,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,349910,HS or Less,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,>50K,97208
ALL,Private,87905,HS or Less,9,Divorced,Other-service,Not-in-family,White,Male,10520,0,40,United-States,>50K,97208
ALL,Private,88922,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,514033,HS or Less,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,80,United-States,<=50K,97208
ALL,Private,224559,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,?,216508,HS or Less,8,Never-married,?,Not-in-family,White,Male,0,0,25,United-States,<=50K,97208
ALL,Local-gov,152163,HS or Less,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,275385,HS or Less,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,45,United-States,<=50K,97208
ALL,Private,199600,HS or Less,9,Never-married,Sales,Not-in-family,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,197036,HS or Less,6,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,State-gov,239409,HS or Less,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,174298,HS or Less,7,Never-married,Other-service,Own-child,White,Male,0,0,20,United-States,<=50K,97208
ALL,Private,156897,HS or Less,9,Never-married,Craft-repair,Own-child,White,Male,0,2258,42,United-States,>50K,97208
ALL,Private,187891,HS or Less,9,Never-married,Adm-clerical,Not-in-family,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,218955,HS or Less,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,288608,HS or Less,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,152878,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,58343,HS or Less,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,<=50K,97208
ALL,Private,53878,HS or Less,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-inc,116986,HS or Less,8,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,20,United-States,<=50K,97208
ALL,State-gov,126094,HS or Less,9,Separated,Adm-clerical,Unmarried,White,Male,0,0,39,United-States,<=50K,97208
ALL,Private,226388,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Federal-gov,209433,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,247043,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,241350,HS or Less,9,Never-married,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,222162,HS or Less,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,66,United-States,<=50K,97208
ALL,Private,137547,HS or Less,9,Divorced,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,167149,HS or Less,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,25,United-States,<=50K,97208
ALL,Private,63685,HS or Less,9,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,Cambodia,<=50K,97208
ALL,Local-gov,138342,HS or Less,7,Married-civ-spouse,Transport-moving,Husband,White,Male,3411,0,40,El-Salvador,<=50K,97208
ALL,Private,326886,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97208
ALL,Private,177487,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Local-gov,70655,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K,97208
ALL,Private,101812,HS or Less,9,Never-married,Machine-op-inspct,Unmarried,White,Male,5721,0,40,United-States,<=50K,97208
ALL,Private,200418,HS or Less,3,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,146834,HS or Less,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,45,United-States,<=50K,97208
ALL,Private,153927,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,165278,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,22,United-States,<=50K,97208
ALL,Private,28334,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,?,108211,HS or Less,4,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,102771,HS or Less,4,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,Portugal,<=50K,97208
ALL,Private,80914,HS or Less,3,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,<=50K,97208
ALL,Federal-gov,148153,HS or Less,9,Married-civ-spouse,Handlers-cleaners,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,162576,HS or Less,4,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,99,United-States,<=50K,97208
ALL,Private,183319,HS or Less,3,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,El-Salvador,<=50K,97208
ALL,Private,152596,HS or Less,9,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,239539,HS or Less,9,Married-spouse-absent,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K,97208
ALL,Private,272913,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,30,Mexico,<=50K,97208
ALL,Private,124020,HS or Less,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,197365,HS or Less,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,390997,HS or Less,2,Never-married,Farming-fishing,Not-in-family,Other,Male,0,0,50,Mexico,<=50K,97208
ALL,Private,215014,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,140544,HS or Less,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,201603,HS or Less,9,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,30,United-States,<=50K,97208
ALL,Federal-gov,137953,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,45,United-States,<=50K,97208
ALL,Private,202450,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,65,United-States,>50K,97208
ALL,Private,205337,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,?,152641,HS or Less,6,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,232586,HS or Less,3,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,174789,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,219086,HS or Less,9,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K,97208
ALL,Private,167350,HS or Less,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,126675,HS or Less,9,Divorced,Craft-repair,Not-in-family,White,Male,0,2205,40,United-States,<=50K,97208
ALL,Private,126771,HS or Less,8,Never-married,Prof-specialty,Own-child,White,Male,0,0,7,United-States,<=50K,97208
ALL,Private,548303,HS or Less,9,Married-civ-spouse,Prof-specialty,Own-child,White,Male,0,0,40,Mexico,>50K,97208
ALL,Private,202878,HS or Less,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,50,United-States,<=50K,97208
ALL,Private,99156,HS or Less,9,Separated,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K,97208
ALL,Private,167919,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,172032,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,102323,HS or Less,9,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,257765,HS or Less,4,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,40,Guatemala,<=50K,97208
ALL,Local-gov,40666,HS or Less,9,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,?,197286,HS or Less,9,Married-civ-spouse,?,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,105582,HS or Less,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,3103,0,40,United-States,>50K,97208
ALL,Private,115784,HS or Less,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,44,United-States,<=50K,97208
ALL,Private,315065,HS or Less,6,Never-married,Other-service,Unmarried,White,Male,0,0,60,Mexico,<=50K,97208
ALL,Private,63105,HS or Less,9,Never-married,Prof-specialty,Own-child,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,520775,HS or Less,8,Never-married,Priv-house-serv,Own-child,White,Male,0,0,30,United-States,<=50K,97208
ALL,?,31588,HS or Less,9,Married-civ-spouse,?,Husband,White,Male,2635,0,40,United-States,<=50K,97208
ALL,Self-emp-not-inc,129150,HS or Less,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,>50K,97208
ALL,Local-gov,148182,HS or Less,9,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,67240,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,203542,HS or Less,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Local-gov,135786,HS or Less,5,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,25,United-States,<=50K,97208
ALL,Private,236543,HS or Less,9,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Federal-gov,177945,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,<=50K,97208
ALL,Private,346159,HS or Less,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,403489,HS or Less,7,Divorced,Transport-moving,Own-child,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,175912,HS or Less,6,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,365465,HS or Less,9,Separated,Craft-repair,Unmarried,White,Male,0,0,70,Philippines,<=50K,97208
ALL,Private,426895,HS or Less,8,Never-married,Farming-fishing,Own-child,White,Male,0,0,55,United-States,<=50K,97208
ALL,Private,93225,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K,97208
ALL,Private,172368,HS or Less,7,Never-married,Transport-moving,Own-child,White,Male,0,0,20,United-States,<=50K,97208
ALL,Private,208068,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,Other,Male,0,0,40,Mexico,<=50K,97208
ALL,Private,263552,HS or Less,9,Never-married,Adm-clerical,Not-in-family,White,Male,0,0,50,United-States,<=50K,97208
ALL,Federal-gov,432555,HS or Less,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,1628,40,United-States,<=50K,97208
ALL,Private,176696,HS or Less,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K,97208
